customer_id,purchase_date,product_id,product_name,quantity,total_amount
32,2023-06-14,103,Widget C,1,76.75
9,2023-04-16,103,Widget C,1,56.35
61,2023-07-08,101,Widget A,2,97.67
40,2023-10-08,105,Widget E,5,63.99
50,2023-02-27,102,Widget B,3,87.8
59,2023-07-20,102,Widget B,2,55.7
10,2023-12-07,104,Widget D,3,50.07
73,2023-08-24,103,Widget C,2,97.48
67,2023-10-05,104,Widget D,5,73.47
90,2023-03-28,102,Widget B,5,53.95
63,2023-11-05,105,Widget E,1,28.39
79,2023-07-05,105,Widget E,3,13.85
97,2023-12-30,104,Widget D,2,92.67
45,2023-04-10,103,Widget C,3,50.36
27,2023-07-18,102,Widget B,1,51.01
4,2023-05-16,105,Widget E,1,27.04
97,2023-12-13,101,Widget A,2,53.37
48,2023-11-11,102,Widget B,3,26.03
76,2023-06-04,104,Widget D,1,25.41
67,2023-09-27,101,Widget A,4,63.04
9,2023-07-22,101,Widget A,2,97.9
61,2024-01-05,105,Widget E,5,89.74
8,2023-08-29,102,Widget B,5,37.71
24,2023-12-24,103,Widget C,3,64.4
24,2023-07-24,101,Widget A,1,33.82
93,2023-12-31,101,Widget A,5,56.53
94,2023-03-31,104,Widget D,3,29.65
32,2023-07-18,102,Widget B,2,87.93
32,2023-03-24,105,Widget E,4,26.81
56,2023-11-18,104,Widget D,5,12.96
40,2023-04-22,103,Widget C,1,96.32
94,2023-05-06,102,Widget B,4,64.26
43,2023-08-04,101,Widget A,2,27.36
29,2023-08-21,105,Widget E,2,83.42
30,2023-09-26,104,Widget D,4,24.74
38,2023-03-19,101,Widget A,3,99.03
6,2023-05-08,104,Widget D,5,67.35
72,2023-04-30,102,Widget B,3,40.35
9,2024-02-08,104,Widget D,4,52.95
50,2024-02-07,104,Widget D,2,70.29
5,2023-05-15,101,Widget A,4,59.14
2,2023-10-21,105,Widget E,5,96.86
55,2023-12-08,101,Widget A,1,68.73
55,2023-03-07,104,Widget D,5,11.41
61,2024-01-17,101,Widget A,4,69.41
44,2023-06-28,101,Widget A,1,24.29
7,2023-08-06,105,Widget E,5,87.05
39,2023-05-08,103,Widget C,3,45.2
29,2024-01-30,104,Widget D,4,79.47
8,2023-09-15,105,Widget E,3,81.91
50,2023-05-16,104,Widget D,3,65.66
61,2023-04-19,102,Widget B,2,21.09
4,2023-06-22,102,Widget B,3,47.15
10,2023-03-15,102,Widget B,2,58.34
21,2024-01-20,102,Widget B,2,53.79
68,2023-03-24,102,Widget B,5,56.48
7,2023-05-03,104,Widget D,2,23.09
17,2023-04-14,102,Widget B,1,76.9
90,2023-12-20,102,Widget B,4,95.06
66,2023-08-27,101,Widget A,4,31.31
20,2023-08-13,104,Widget D,5,41.31
53,2023-07-19,103,Widget C,1,29.33
73,2023-09-04,103,Widget C,3,25.91
51,2023-05-04,103,Widget C,4,44.76
54,2023-04-20,103,Widget C,2,55.36
87,2024-01-04,103,Widget C,3,56.67
28,2023-11-03,104,Widget D,5,28.81
43,2023-11-26,105,Widget E,4,62.33
45,2023-03-24,101,Widget A,4,96.97
33,2023-08-04,103,Widget C,5,23.2
77,2023-11-24,104,Widget D,2,32.61
4,2023-10-05,104,Widget D,1,87.39
13,2023-09-28,103,Widget C,5,60.11
39,2023-04-30,105,Widget E,2,69.97
47,2024-01-08,101,Widget A,3,72.36
32,2023-08-28,102,Widget B,5,76.91
74,2023-11-10,102,Widget B,4,72.54
56,2024-01-08,104,Widget D,2,70.53
91,2023-08-24,103,Widget C,5,77.33
71,2023-07-16,102,Widget B,4,86.18
47,2023-04-21,102,Widget B,3,33.75
84,2023-05-01,105,Widget E,3,87.55
32,2023-09-19,103,Widget C,2,94.28
19,2023-09-05,103,Widget C,1,24.22
39,2023-09-29,101,Widget A,4,51.82
58,2023-02-12,102,Widget B,5,62.93
2,2023-05-16,102,Widget B,4,56.08
93,2023-03-09,104,Widget D,3,49.62
80,2023-11-13,101,Widget A,3,62.56
28,2024-01-04,104,Widget D,5,32.65
78,2023-03-24,103,Widget C,5,74.38
9,2023-04-23,101,Widget A,2,35.84
94,2023-04-14,101,Widget A,1,58.57
71,2023-10-22,105,Widget E,3,93.18
89,2023-12-03,105,Widget E,2,90.98
51,2023-06-17,103,Widget C,4,86.68
58,2023-09-06,105,Widget E,5,81.78
94,2023-12-25,102,Widget B,2,58.48
27,2023-12-29,105,Widget E,5,37.37
6,2024-01-05,102,Widget B,2,74.91
79,2023-12-09,103,Widget C,5,33.06
87,2023-07-30,103,Widget C,1,17.87
90,2023-10-17,105,Widget E,3,64.58
57,2023-05-05,104,Widget D,4,27.01
81,2023-03-17,104,Widget D,5,95.01
80,2023-10-13,101,Widget A,3,70.95
50,2023-04-10,102,Widget B,2,24.7
88,2024-01-04,105,Widget E,4,69.54
3,2023-11-30,104,Widget D,4,23.19
42,2023-12-16,104,Widget D,2,27.21
17,2023-12-03,104,Widget D,1,51.88
43,2023-05-14,104,Widget D,5,89.97
55,2023-06-06,101,Widget A,1,33.17
50,2023-06-16,103,Widget C,2,21.04
3,2023-03-10,105,Widget E,1,71.52
30,2023-04-25,102,Widget B,2,32.18
49,2023-12-06,103,Widget C,3,81.32
12,2023-04-12,105,Widget E,5,29.63
97,2024-01-09,101,Widget A,4,83.65
5,2023-11-08,104,Widget D,5,16.48
93,2023-03-15,102,Widget B,4,88.27
74,2023-04-30,104,Widget D,2,24.15
73,2023-04-24,102,Widget B,1,21.48
84,2023-06-24,102,Widget B,4,33.94
87,2023-12-07,103,Widget C,2,94.66
44,2023-12-27,102,Widget B,5,36.19
71,2023-07-24,103,Widget C,2,37.29
68,2023-05-04,101,Widget A,1,89.65
53,2023-11-24,102,Widget B,5,73.58
84,2023-04-02,102,Widget B,3,35.64
26,2023-08-17,102,Widget B,1,48.3
31,2023-03-11,105,Widget E,1,52.93
82,2023-06-01,104,Widget D,4,39.87
86,2023-07-24,104,Widget D,2,54.36
19,2023-03-30,101,Widget A,5,25.05
83,2023-04-28,104,Widget D,1,49.23
72,2023-05-20,105,Widget E,5,88.55
31,2023-07-24,104,Widget D,4,75.31
29,2023-08-19,104,Widget D,4,80.52
65,2023-04-14,102,Widget B,2,38.59
93,2024-01-06,104,Widget D,3,62.51
11,2023-10-05,103,Widget C,4,31.0
4,2023-11-21,103,Widget C,5,94.88
36,2024-02-03,102,Widget B,1,50.18
2,2023-03-03,103,Widget C,2,75.37
10,2023-03-19,105,Widget E,4,94.99
26,2023-10-11,105,Widget E,2,96.26
44,2023-06-03,105,Widget E,5,70.43
54,2024-01-23,104,Widget D,2,25.11
11,2024-02-05,104,Widget D,4,21.33
49,2023-07-27,105,Widget E,2,29.34
8,2024-02-09,104,Widget D,5,54.93
17,2023-06-19,103,Widget C,4,98.18
34,2023-07-14,104,Widget D,5,53.48
6,2023-09-13,104,Widget D,1,17.13
1,2023-08-02,101,Widget A,3,99.46
7,2024-01-13,105,Widget E,5,58.87
66,2023-07-20,104,Widget D,4,36.62
96,2023-07-07,103,Widget C,4,78.14
5,2023-10-16,103,Widget C,5,19.04
67,2024-01-12,101,Widget A,5,27.74
35,2023-02-16,101,Widget A,5,11.91
37,2023-03-06,105,Widget E,3,78.78
40,2023-11-22,101,Widget A,3,82.6
68,2023-10-29,105,Widget E,3,72.74
82,2023-02-24,103,Widget C,4,60.25
34,2023-06-23,102,Widget B,1,35.96
11,2023-03-21,102,Widget B,5,85.01
4,2023-02-19,103,Widget C,4,72.83
14,2023-06-18,101,Widget A,1,70.36
28,2023-12-04,101,Widget A,5,85.78
4,2023-04-23,101,Widget A,4,13.88
51,2023-12-27,104,Widget D,1,46.37
30,2023-05-18,102,Widget B,4,75.1
76,2023-05-01,102,Widget B,1,24.86
1,2023-05-08,102,Widget B,2,87.86
88,2023-12-21,105,Widget E,3,31.61
24,2023-06-27,104,Widget D,1,90.52
47,2023-10-21,101,Widget A,3,49.18
53,2023-06-01,103,Widget C,1,73.68
85,2023-11-15,105,Widget E,2,62.56
18,2023-05-14,103,Widget C,5,98.26
5,2023-08-07,103,Widget C,5,39.63
37,2023-12-07,103,Widget C,5,15.35
30,2023-07-12,102,Widget B,1,76.99
2,2023-06-07,105,Widget E,5,33.74
54,2023-02-14,102,Widget B,2,57.77
39,2023-11-14,104,Widget D,5,10.01
7,2023-08-05,105,Widget E,5,75.85
56,2023-10-28,102,Widget B,5,72.38
11,2023-11-17,104,Widget D,2,60.02
43,2023-08-29,105,Widget E,4,79.18
34,2023-10-06,101,Widget A,1,24.33
39,2023-08-30,103,Widget C,5,41.3
62,2023-11-23,101,Widget A,1,26.21
45,2023-12-25,103,Widget C,5,74.45
74,2023-07-27,104,Widget D,5,49.85
1,2023-06-10,103,Widget C,2,28.77
84,2023-05-29,103,Widget C,3,66.04
77,2023-11-16,102,Widget B,5,65.46
79,2023-02-21,102,Widget B,2,74.56
23,2023-07-11,104,Widget D,1,36.26
91,2024-01-19,101,Widget A,2,53.65
51,2023-12-01,101,Widget A,4,90.49
47,2024-01-11,104,Widget D,4,26.47
4,2023-02-28,103,Widget C,4,27.11
45,2024-01-29,101,Widget A,5,14.41
54,2023-04-30,101,Widget A,2,98.45
80,2023-06-19,103,Widget C,3,54.04
59,2023-12-30,105,Widget E,1,36.09
43,2023-06-01,103,Widget C,5,70.37
59,2023-05-09,104,Widget D,1,19.42
79,2023-08-20,104,Widget D,2,25.96
31,2023-12-14,105,Widget E,1,22.83
47,2023-06-21,104,Widget D,4,30.86
11,2024-01-17,104,Widget D,5,11.86
10,2023-11-22,105,Widget E,4,10.49
18,2023-07-17,105,Widget E,2,22.01
59,2023-04-20,103,Widget C,4,85.77
52,2023-11-05,104,Widget D,1,37.44
19,2023-12-23,104,Widget D,1,92.3
36,2023-09-19,102,Widget B,5,29.21
80,2024-01-30,103,Widget C,3,57.95
53,2023-12-25,103,Widget C,5,49.65
94,2023-05-29,105,Widget E,3,52.76
14,2023-07-31,104,Widget D,3,33.67
41,2023-10-04,105,Widget E,4,65.99
26,2023-02-18,104,Widget D,4,73.98
67,2023-12-17,102,Widget B,1,18.29
68,2023-07-22,105,Widget E,3,79.82
96,2024-01-24,104,Widget D,4,67.6
83,2023-06-22,102,Widget B,3,56.17
24,2023-09-01,101,Widget A,1,42.32
100,2023-09-12,101,Widget A,1,42.54
40,2023-04-30,105,Widget E,3,82.46
85,2023-08-24,101,Widget A,4,22.09
4,2023-06-21,103,Widget C,2,16.1
74,2023-04-17,102,Widget B,1,96.85
65,2023-08-06,101,Widget A,3,77.61
2,2023-06-07,103,Widget C,3,80.71
73,2023-07-23,104,Widget D,2,49.34
51,2023-12-27,104,Widget D,3,41.9
58,2023-07-12,101,Widget A,1,52.37
40,2023-06-10,103,Widget C,5,12.06
93,2024-02-07,102,Widget B,5,71.23
80,2023-03-24,103,Widget C,3,86.95
65,2023-04-16,102,Widget B,2,98.5
95,2023-05-27,102,Widget B,1,10.07
100,2023-06-21,103,Widget C,4,84.1
35,2023-08-01,103,Widget C,5,35.19
100,2024-01-23,105,Widget E,2,80.58
50,2023-03-14,105,Widget E,2,71.23
84,2023-07-04,103,Widget C,4,57.14
36,2023-03-06,102,Widget B,4,46.8
9,2023-05-05,101,Widget A,5,68.04
48,2023-12-06,101,Widget A,2,95.35
61,2023-07-12,103,Widget C,5,78.89
49,2023-11-22,102,Widget B,1,73.06
23,2024-02-01,102,Widget B,5,98.96
22,2023-07-27,102,Widget B,5,81.79
27,2023-06-24,102,Widget B,1,29.82
25,2023-04-30,103,Widget C,4,39.06
66,2023-09-05,104,Widget D,5,75.69
75,2023-10-04,102,Widget B,4,99.1
2,2023-05-15,104,Widget D,4,18.23
31,2024-01-22,104,Widget D,2,58.43
6,2023-03-23,103,Widget C,3,42.69
61,2024-01-26,101,Widget A,4,12.0
88,2023-09-01,101,Widget A,2,76.47
65,2023-11-12,105,Widget E,3,36.9
71,2023-03-25,104,Widget D,5,15.41
9,2023-05-27,103,Widget C,5,84.2
20,2023-12-23,105,Widget E,4,73.69
69,2023-02-18,104,Widget D,1,79.16
24,2024-01-17,103,Widget C,3,11.16
41,2023-05-28,105,Widget E,1,89.81
54,2023-05-30,102,Widget B,1,46.25
85,2023-02-24,105,Widget E,1,28.49
72,2023-07-21,103,Widget C,1,21.96
68,2024-02-02,104,Widget D,3,35.85
14,2023-09-20,104,Widget D,5,94.35
25,2023-04-14,103,Widget C,4,82.55
99,2024-01-29,104,Widget D,2,17.99
64,2023-10-21,104,Widget D,4,95.85
58,2023-04-10,104,Widget D,1,70.98
93,2024-01-10,104,Widget D,4,72.17
68,2024-01-25,103,Widget C,4,99.61
5,2023-08-09,103,Widget C,5,11.27
54,2023-07-12,103,Widget C,5,63.76
43,2023-06-26,101,Widget A,1,43.95
96,2023-06-17,102,Widget B,5,98.47
80,2023-06-02,101,Widget A,5,68.47
63,2023-03-11,102,Widget B,2,53.48
77,2023-06-09,105,Widget E,3,81.93
73,2024-01-02,102,Widget B,4,23.6
53,2023-12-15,105,Widget E,1,25.86
11,2024-01-01,102,Widget B,1,57.46
27,2023-04-28,102,Widget B,5,44.11
36,2023-06-15,105,Widget E,4,97.92
27,2024-01-28,102,Widget B,2,54.28
94,2023-10-25,104,Widget D,1,91.29
56,2023-09-10,105,Widget E,3,35.68
78,2023-03-17,104,Widget D,1,31.03
19,2024-01-18,101,Widget A,2,68.59
50,2024-01-15,104,Widget D,3,57.48
43,2023-05-02,105,Widget E,2,73.8
61,2023-05-01,101,Widget A,4,90.17
82,2024-01-25,103,Widget C,4,65.28
23,2023-05-19,103,Widget C,5,10.5
58,2024-01-12,105,Widget E,4,42.05
10,2024-01-05,101,Widget A,4,26.79
15,2023-03-20,103,Widget C,2,41.64
45,2023-06-05,105,Widget E,2,34.42
87,2023-06-25,103,Widget C,5,99.92
40,2023-11-18,103,Widget C,1,83.01
59,2023-06-26,102,Widget B,3,25.54
36,2023-02-23,101,Widget A,4,77.21
21,2023-07-27,103,Widget C,1,49.5
26,2023-06-30,104,Widget D,3,86.09
75,2023-09-09,105,Widget E,3,13.89
45,2023-08-20,103,Widget C,2,17.85
28,2023-03-13,104,Widget D,3,26.6
40,2023-10-03,101,Widget A,3,79.4
87,2023-12-10,102,Widget B,1,35.65
10,2023-10-14,105,Widget E,2,14.55
42,2023-04-28,101,Widget A,1,74.67
99,2023-08-21,103,Widget C,1,33.51
24,2023-05-23,105,Widget E,4,17.69
63,2023-11-11,105,Widget E,1,94.88
29,2023-09-03,103,Widget C,1,36.83
89,2023-06-10,101,Widget A,5,81.78
11,2023-03-11,102,Widget B,1,21.94
54,2023-10-03,101,Widget A,1,86.61
85,2024-01-04,104,Widget D,2,62.52
65,2023-07-05,103,Widget C,5,65.37
25,2023-09-03,104,Widget D,3,46.76
63,2023-08-22,102,Widget B,1,46.86
38,2023-08-11,103,Widget C,5,36.47
35,2024-01-19,105,Widget E,3,75.55
25,2023-12-26,104,Widget D,1,80.1
83,2023-07-11,105,Widget E,4,80.85
73,2023-06-12,105,Widget E,2,33.4
100,2024-02-03,103,Widget C,5,15.09
67,2023-05-05,101,Widget A,3,19.11
85,2023-12-29,105,Widget E,1,94.96
65,2023-04-18,102,Widget B,1,90.9
71,2024-01-18,104,Widget D,3,65.92
74,2023-09-13,102,Widget B,1,24.83
73,2023-07-18,101,Widget A,2,48.15
46,2023-09-16,102,Widget B,1,54.63
44,2023-02-26,103,Widget C,1,22.23
78,2023-04-14,103,Widget C,2,30.51
50,2023-03-25,105,Widget E,4,93.84
46,2023-03-23,104,Widget D,1,27.31
100,2023-04-13,104,Widget D,4,25.57
18,2023-12-14,104,Widget D,1,88.42
93,2023-09-25,103,Widget C,2,38.63
73,2023-04-03,103,Widget C,1,67.35
52,2023-05-02,102,Widget B,2,11.02
30,2023-10-21,101,Widget A,5,77.7
98,2023-05-30,101,Widget A,3,79.05
33,2023-11-20,102,Widget B,2,32.24
73,2023-09-28,102,Widget B,5,95.55
1,2023-04-17,105,Widget E,3,99.12
19,2023-06-18,104,Widget D,3,60.46
17,2024-01-17,103,Widget C,1,34.11
36,2024-02-04,102,Widget B,1,50.67
78,2023-12-11,101,Widget A,2,39.66
20,2023-11-30,102,Widget B,4,55.07
76,2023-12-17,104,Widget D,4,67.58
64,2023-03-24,101,Widget A,1,88.67
54,2023-09-02,103,Widget C,4,97.32
90,2024-01-13,105,Widget E,2,66.47
26,2023-05-30,102,Widget B,5,60.64
23,2023-08-30,103,Widget C,3,23.06
37,2024-02-08,101,Widget A,5,46.89
15,2023-02-17,104,Widget D,2,71.26
93,2023-07-17,105,Widget E,2,21.84
73,2023-03-27,103,Widget C,4,89.89
99,2023-06-27,101,Widget A,2,61.37
57,2023-04-19,101,Widget A,1,86.53
91,2023-02-21,105,Widget E,3,31.86
55,2024-01-31,104,Widget D,2,14.09
95,2023-09-11,104,Widget D,5,34.48
62,2023-12-24,102,Widget B,5,70.25
55,2024-01-29,101,Widget A,4,98.68
28,2023-09-29,101,Widget A,4,51.41
74,2023-10-23,105,Widget E,3,19.3
43,2023-07-23,101,Widget A,1,78.86
33,2023-09-10,103,Widget C,4,62.0
11,2023-12-23,101,Widget A,5,72.02
41,2024-02-02,103,Widget C,5,39.06
61,2023-09-13,104,Widget D,3,40.82
79,2023-05-02,105,Widget E,1,77.37
1,2023-07-01,104,Widget D,3,92.06
93,2023-06-29,102,Widget B,4,52.2
55,2023-04-14,104,Widget D,1,94.32
85,2023-02-10,102,Widget B,4,24.22
10,2023-12-14,102,Widget B,2,66.25
56,2023-12-20,101,Widget A,3,50.9
7,2023-09-27,105,Widget E,2,49.27
54,2023-02-13,105,Widget E,2,60.23
80,2023-09-16,101,Widget A,1,89.86
86,2023-07-12,101,Widget A,4,24.86
27,2023-12-03,104,Widget D,2,24.53
13,2023-08-21,102,Widget B,1,15.23
12,2023-10-29,105,Widget E,2,72.91
29,2023-08-04,102,Widget B,4,93.26
13,2023-11-29,104,Widget D,3,86.91
76,2024-02-09,102,Widget B,5,61.73
32,2023-12-06,102,Widget B,5,60.21
19,2024-01-26,105,Widget E,3,81.0
29,2023-07-05,103,Widget C,1,72.3
56,2023-07-03,102,Widget B,2,82.55
83,2023-09-13,105,Widget E,3,38.87
11,2023-04-06,102,Widget B,1,76.23
33,2023-08-12,103,Widget C,4,38.22
29,2024-01-18,102,Widget B,4,50.28
17,2023-10-23,104,Widget D,2,83.15
60,2023-04-16,105,Widget E,2,61.6
89,2023-05-20,104,Widget D,2,66.53
1,2023-06-16,104,Widget D,1,86.53
83,2023-02-22,103,Widget C,2,24.74
64,2023-11-02,105,Widget E,5,87.93
71,2023-09-16,102,Widget B,2,39.57
39,2023-07-01,104,Widget D,2,80.74
10,2023-08-02,102,Widget B,1,28.43
77,2023-09-21,101,Widget A,3,10.16
44,2024-02-01,104,Widget D,1,26.42
51,2023-12-30,101,Widget A,5,34.6
77,2023-07-16,101,Widget A,5,57.62
55,2023-10-25,104,Widget D,5,46.23
15,2023-06-01,102,Widget B,1,57.52
77,2023-07-23,101,Widget A,5,90.45
73,2023-05-12,101,Widget A,1,42.35
74,2023-06-21,104,Widget D,2,94.4
90,2023-06-16,105,Widget E,4,19.07
31,2023-10-20,101,Widget A,1,61.51
51,2023-10-05,105,Widget E,5,43.54
56,2023-06-01,103,Widget C,4,27.04
98,2023-11-24,104,Widget D,4,34.22
10,2023-07-20,104,Widget D,5,10.44
39,2023-02-26,105,Widget E,1,55.1
54,2023-11-10,104,Widget D,4,27.49
70,2023-12-10,102,Widget B,5,64.39
38,2023-06-18,105,Widget E,1,63.72
73,2024-01-09,103,Widget C,5,23.01
6,2023-02-16,104,Widget D,4,18.2
48,2023-06-24,103,Widget C,5,57.45
22,2023-11-20,105,Widget E,3,89.69
12,2024-01-15,101,Widget A,3,65.06
39,2023-06-08,104,Widget D,1,50.52
48,2023-06-28,102,Widget B,3,14.07
62,2023-03-03,103,Widget C,5,98.89
69,2023-06-23,102,Widget B,3,53.72
51,2023-05-03,103,Widget C,2,80.07
78,2023-05-03,103,Widget C,2,71.7
44,2023-09-25,105,Widget E,2,39.31
40,2023-08-28,101,Widget A,2,49.21
79,2023-11-09,104,Widget D,5,48.82
61,2023-12-23,103,Widget C,1,94.99
69,2024-01-13,101,Widget A,3,12.36
75,2023-02-13,102,Widget B,3,70.52
100,2023-06-08,103,Widget C,1,14.92
73,2023-08-03,101,Widget A,4,17.98
48,2023-04-18,105,Widget E,3,70.78
1,2023-04-22,105,Widget E,5,40.2
51,2023-11-14,105,Widget E,3,46.9
34,2023-11-11,101,Widget A,4,69.64
23,2023-12-01,102,Widget B,1,61.44
11,2023-03-08,105,Widget E,5,68.22
30,2023-06-26,102,Widget B,3,74.66
27,2023-08-23,102,Widget B,3,34.21
8,2024-01-23,102,Widget B,1,43.64
10,2023-07-08,101,Widget A,2,77.56
56,2023-07-13,105,Widget E,4,96.33
6,2023-12-21,103,Widget C,5,51.6
36,2023-09-02,105,Widget E,2,12.45
17,2023-11-05,102,Widget B,3,66.35
19,2023-03-21,104,Widget D,4,65.8
12,2023-06-06,105,Widget E,3,74.87
56,2023-09-06,102,Widget B,2,76.85
26,2023-04-23,101,Widget A,2,81.81
56,2023-06-28,103,Widget C,4,81.69
29,2024-01-12,102,Widget B,3,48.69
56,2024-02-07,102,Widget B,4,23.6
82,2023-11-07,101,Widget A,4,19.99
66,2023-08-19,105,Widget E,5,79.43
72,2023-09-28,102,Widget B,3,42.66
16,2023-05-24,103,Widget C,4,38.11
68,2023-08-25,101,Widget A,4,47.87
48,2023-10-02,102,Widget B,1,23.16
13,2023-02-15,104,Widget D,5,52.31
7,2023-03-28,105,Widget E,1,56.25
77,2023-06-10,103,Widget C,3,24.16
19,2023-04-16,103,Widget C,4,28.59
3,2023-04-04,105,Widget E,5,46.38
60,2023-04-18,105,Widget E,2,86.36
67,2023-10-06,105,Widget E,2,27.13
80,2023-07-05,104,Widget D,5,24.47
26,2023-04-02,103,Widget C,1,98.54
36,2023-04-12,104,Widget D,4,48.46
13,2023-05-31,105,Widget E,4,45.1
2,2023-06-17,101,Widget A,1,99.97
84,2023-05-04,102,Widget B,4,75.59
74,2023-08-16,104,Widget D,1,21.55
42,2023-07-15,103,Widget C,3,31.69
41,2023-04-11,101,Widget A,5,93.54
99,2023-06-03,105,Widget E,3,27.21
6,2023-04-01,105,Widget E,3,37.51
37,2023-02-21,102,Widget B,2,10.45
75,2023-02-23,102,Widget B,5,44.74
63,2023-05-01,101,Widget A,5,93.15
40,2023-09-01,101,Widget A,2,89.76
13,2023-11-22,103,Widget C,1,63.48
38,2023-03-22,102,Widget B,2,57.97
19,2023-09-20,105,Widget E,4,28.53
10,2024-02-06,103,Widget C,3,80.36
63,2023-03-21,104,Widget D,2,38.63
37,2023-10-18,104,Widget D,3,25.43
21,2023-06-25,102,Widget B,3,74.99
47,2023-07-23,101,Widget A,3,79.51
46,2023-03-13,103,Widget C,5,50.65
17,2024-01-11,105,Widget E,1,75.14
38,2023-12-24,102,Widget B,3,67.11
24,2023-03-08,104,Widget D,4,32.92
68,2023-10-16,104,Widget D,3,61.03
33,2023-12-13,105,Widget E,1,60.84
89,2023-11-25,101,Widget A,2,33.99
14,2024-02-01,101,Widget A,3,94.36
21,2023-09-04,104,Widget D,4,97.44
95,2023-12-21,104,Widget D,1,77.58
51,2023-11-27,102,Widget B,2,69.37
41,2023-12-08,104,Widget D,2,32.78
94,2023-06-26,103,Widget C,1,44.41
18,2023-08-01,101,Widget A,2,81.96
86,2023-08-08,103,Widget C,5,27.96
